time	V(vout)
1.264499999999511e-002	1.807268e+000
1.266499999999510e-002	1.856107e+000
1.268499999999509e-002	1.895515e+000
1.270499999999508e-002	1.924909e+000
1.272499999999507e-002	1.943858e+000
1.274499999999507e-002	1.952092e+000
1.276499999999506e-002	1.949492e+000
1.278499999999505e-002	1.936097e+000
1.280499999999504e-002	1.912098e+000
1.282499999999504e-002	1.877843e+000
1.284499999999503e-002	1.833837e+000
1.286499999999502e-002	1.780741e+000
1.288499999999501e-002	1.719368e+000
1.290499999999500e-002	1.650676e+000
1.292499999999500e-002	1.575753e+000
1.294499999999499e-002	1.495804e+000
1.296499999999498e-002	1.412121e+000
1.298499999999497e-002	1.326066e+000
1.300499999999497e-002	1.239035e+000
1.302499999999496e-002	1.152440e+000
1.304499999999495e-002	1.067673e+000
1.306499999999494e-002	9.860843e-001
1.308499999999493e-002	9.089614e-001
1.310499999999493e-002	8.375054e-001
1.312499999999492e-002	7.728152e-001
1.314499999999491e-002	7.158731e-001
1.316499999999490e-002	6.675321e-001
1.318499999999490e-002	6.285068e-001
1.320499999999489e-002	5.993657e-001
1.322499999999488e-002	5.805281e-001
1.324499999999487e-002	5.722686e-001
1.326499999999486e-002	5.747250e-001
1.328499999999486e-002	5.878894e-001
1.330499999999485e-002	6.115850e-001
1.332499999999484e-002	6.454629e-001
1.334499999999483e-002	6.890157e-001
1.336499999999483e-002	7.415903e-001
1.338499999999482e-002	8.023940e-001
1.340499999999481e-002	8.705034e-001
1.342499999999480e-002	9.448734e-001
1.344499999999479e-002	1.024350e+000
1.346499999999479e-002	1.107685e+000
1.348499999999478e-002	1.193556e+000
1.350499999999477e-002	1.280587e+000
1.352499999999476e-002	1.367372e+000
1.354499999999476e-002	1.452504e+000
1.356499999999475e-002	1.534598e+000
1.358499999999474e-002	1.612322e+000
1.360499999999473e-002	1.684424e+000
1.362499999999473e-002	1.749753e+000
1.364499999999472e-002	1.807281e+000
1.366499999999471e-002	1.856120e+000
1.368499999999470e-002	1.895528e+000
1.370499999999469e-002	1.924922e+000
1.372499999999469e-002	1.943871e+000
1.374499999999468e-002	1.952105e+000
1.376499999999467e-002	1.949505e+000
1.378499999999466e-002	1.936110e+000
1.380499999999466e-002	1.912111e+000
1.382499999999465e-002	1.877856e+000
1.384499999999464e-002	1.833850e+000
1.386499999999463e-002	1.780754e+000
1.388499999999462e-002	1.719381e+000
1.390499999999462e-002	1.650689e+000
1.392499999999461e-002	1.575767e+000
1.394499999999460e-002	1.495817e+000
1.396499999999459e-002	1.412134e+000
1.398499999999459e-002	1.326079e+000
1.400499999999458e-002	1.239048e+000
1.402499999999457e-002	1.152453e+000
1.404499999999456e-002	1.067686e+000
1.406499999999455e-002	9.860973e-001
1.408499999999455e-002	9.089744e-001
1.410499999999454e-002	8.375183e-001
1.412499999999453e-002	7.728282e-001
1.414499999999452e-002	7.158860e-001
1.416499999999452e-002	6.675450e-001
1.418499999999451e-002	6.285197e-001
1.420499999999450e-002	5.993786e-001
1.422499999999449e-002	5.805410e-001
1.424499999999448e-002	5.722815e-001
1.426499999999448e-002	5.747379e-001
1.428499999999447e-002	5.879023e-001
1.430499999999446e-002	6.115980e-001
1.432499999999445e-002	6.454758e-001
1.434499999999445e-002	6.890287e-001
